loanKey,rep_loan_date,first_loan,dpd_5_cnt,dpd_15_cnt,dpd_30_cnt,first_overdue_date,close_loans_cnt,federal_district_nm,TraderKey,payment_type_0,payment_type_1,payment_type_2,payment_type_3,payment_type_4,payment_type_5,past_billings_cnt,score_1,score_2,age,gender,bad_flag
0fb35cd8f74be68f3fb6a82a5e131396,2015-12-06,2015-11-02,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,2,0,0,0,0,1.0,,,21.0,False,0
8c46f44effc2b9a4e4c9a3a955b39daf,2016-06-09,2015-10-13,,,,,1.0,region_2,4e732ced3463d06de0ca9a15b6153677,0,0,0,8,0,0,7.0,,,24.0,False,0
55116105cc059cb31ccc0dbe29d5faa5,2015-10-23,2015-08-11,,,,,0.0,region_2,aab3238922bcc25a6f606eb525ffdc56,0,1,0,1,0,0,2.0,,,49.0,False,0
bfb3395d481851138446c991a80f9d08,2016-01-09,2015-08-23,,,,,1.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,3,0,0,0,3.0,,,31.0,False,0
2581eaa03ed537946ab164b5cc3628e3,2016-02-21,2015-08-12,,,,,1.0,region_3,4e732ced3463d06de0ca9a15b6153677,0,1,4,1,0,0,6.0,,,23.0,False,0
c9c9ecc5640250efeb1ce0e71a9d8e07,2016-07-14,2015-11-20,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,7,0,0,0,7.0,,,21.0,False,0
68e60ebab7cb216db13fd1666cb48bc4,2016-03-19,2015-03-12,,,,,3.0,region_0,1679091c5a880faf6fb5e6087eb1b2dc,0,0,13,0,0,0,12.0,,,36.0,False,0
c5b5d650fb1dfb0891654bc5cb8dd711,2016-10-20,2015-12-06,,,,,3.0,region_6,c20ad4d76fe97759aa27a0c99bff6710,0,8,3,1,0,0,9.0,,,22.0,False,0
5887d99533be2a16d23dca5362f51404,2016-04-07,2015-11-04,,,,,0.0,region_4,1679091c5a880faf6fb5e6087eb1b2dc,0,0,5,0,0,0,5.0,,,18.0,False,1
13a68a5cc9ca7ec474112beed1ba4a35,2016-06-10,2015-11-13,1.0,0.0,0.0,2016-03-13,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,9,0,0,0,7.0,,,29.0,False,1
d6352225b48c77cba65408ef66222814,2016-10-04,2015-04-16,,,,,3.0,region_3,8f14e45fceea167a5a36dedd4bea2543,0,0,16,0,0,0,16.0,,,18.0,False,0
7f84af0c5b07c8e8bcdd32c6ff779d0b,2016-02-04,2015-04-15,,,,,2.0,region_1,4e732ced3463d06de0ca9a15b6153677,0,6,0,3,0,0,7.0,,,33.0,False,0
bbb11789594fabb773856406b632b6b8,2016-07-11,2016-03-29,1.0,0.0,0.0,2016-04-30,1.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,3,0,0,3.0,,564.0841414468713,23.0,False,0
65c51312c58bba81a648bbe95c875e1c,2015-11-01,2015-03-17,1.0,0.0,0.0,2015-07-20,3.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,3,9,0,0,0,7.0,,,23.0,False,1
7bb2d435f73f323398885a28e9ca6533,2016-03-08,2015-09-24,2.0,1.0,1.0,2015-11-30,1.0,region_3,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,5,0,0,0,5.0,,,18.0,True,1
1cb5a7be699d169336f577b36750fa47,2016-09-07,2016-02-19,,,,,1.0,region_4,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,3.0,,583.1943198259886,59.0,False,0
5810f4a2fe35b5b020776637569b6cfd,2016-10-31,2015-10-27,,,,,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,12,0,0,0,12.0,,,22.0,False,0
992ad93657af9b30ace17626dcb6ac3a,2016-08-18,2015-12-13,,,,,2.0,region_2,4e732ced3463d06de0ca9a15b6153677,0,0,6,0,0,0,6.0,,,29.0,False,0
9d7536e982a765d3d70496e9b734f181,2015-06-18,2015-05-21,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,1.0,,,19.0,False,0
8c74394cdccfe9b2649e2438b0dec8ef,2015-09-02,2015-05-21,1.0,1.0,1.0,2015-07-20,0.0,region_3,8e296a067a37563370ded05f5a3bf3ec,0,0,3,0,0,0,3.0,,,19.0,False,1
ffffb8de2d77567f452ad766471a9e5e,2015-11-10,2015-07-27,,,,,1.0,region_0,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,3.0,,,19.0,False,0
61033eb1feff36b812ba748a0c602eb6,2015-12-20,2015-06-08,,,,,1.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,10,0,0,0,6.0,,,25.0,False,0
90c904f1884df54f2e0cd6442f11867c,2016-10-05,2016-01-30,2.0,1.0,0.0,2016-03-01,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,6.0,,583.1943198259886,54.0,False,0
8abdded104c540b290669d0e07267616,2016-12-19,2015-08-27,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,2,0,1,0,0,3.0,,,39.0,False,0
991a2ef4bdfaa6c4457eee8f1b3f2f97,2015-12-15,2015-11-16,,,,,0.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,1,0,0,0,0,,,,38.0,False,0
7fe49df737524b72f888c57af049991c,2016-11-05,2015-05-23,,,,,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,6.0,,,44.0,False,0
5103e39edce1663b3667f571c2e71cd4,2016-10-13,2016-04-29,,,,,1.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,3,0,0,3.0,,563.0897799717172,25.0,False,0
6509d253b6570acbdce1145b63057127,2015-12-16,2015-05-13,2.0,1.0,1.0,2015-09-13,2.0,region_4,4e732ced3463d06de0ca9a15b6153677,0,6,3,0,0,0,7.0,,,24.0,False,1
8efd44da5329cbf4510bf55550a49cdb,2016-12-07,2015-08-20,,,,,3.0,region_0,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,13.0,,,30.0,False,0
e74d06f9669662159cc08eecbf47bf8b,2016-09-24,2016-02-28,,,,,1.0,region_4,1679091c5a880faf6fb5e6087eb1b2dc,0,0,0,3,0,0,3.0,,556.7579444322735,32.0,False,0
3c3dd780af6143db17003925f67767ba,2016-07-26,2015-12-27,,,,,2.0,region_6,c20ad4d76fe97759aa27a0c99bff6710,0,7,0,0,0,0,5.0,,,41.0,False,0
0828ed03765b4c10b3fd355cb595e085,2016-08-03,2016-01-13,,,,,2.0,region_4,c20ad4d76fe97759aa27a0c99bff6710,0,0,6,0,0,0,6.0,,563.0897799717172,28.0,False,0
29c66cf5ab8a7ed59801e339f25d1c2a,2016-11-12,2016-09-19,,,,,0.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,1.0,,,45.0,False,0
0511c0b48e0f4d3a7799d9089d9b6230,2016-09-10,2016-02-23,,,,,1.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,6.0,,572.3569999753098,36.0,False,0
51881b3cff18e82a5365b3b63d364802,2016-08-31,2016-01-17,,,,,2.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,4,2,0,0,6.0,,572.3569999753098,25.0,False,0
7064028d16c0dd4ccd4f324b08248a50,2016-02-23,2015-11-11,1.0,1.0,1.0,2015-12-13,0.0,region_6,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,0,1,0,0,3.0,,,18.0,False,1
13e32588a58cfbe033fd75abf2a90995,2015-10-28,2015-10-27,,,,,,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,0,0,0,0,,,,28.0,False,0
a6d8fa774f99afaa7bb5a4bf6c6c2b5c,2016-01-24,2015-08-23,,,,,1.0,region_3,4e732ced3463d06de0ca9a15b6153677,0,0,1,4,0,0,4.0,,,26.0,False,0
90ed926ee3aa443beb668e8c68ffb791,2015-09-28,2015-09-02,,,,,0.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,0,0,0,0,,,,18.0,False,1
132e02a8ad80d2ae89246566698b0014,2016-11-04,2016-02-22,,,,,1.0,region_1,1679091c5a880faf6fb5e6087eb1b2dc,0,0,4,0,0,0,3.0,,554.816921443279,23.0,False,0
326076a0a7366526b5ff84fb74de7e95,2015-12-17,2015-06-09,1.0,0.0,0.0,2015-09-13,1.0,region_2,1679091c5a880faf6fb5e6087eb1b2dc,0,0,4,0,0,0,4.0,,,18.0,False,0
19c1fc3a19c6be892ea01be0b52117b6,2016-06-07,2016-02-04,,,,,2.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,4,0,0,4.0,,550.9577151066885,30.0,False,0
3c7fff75458983d828afa7690d3226fb,2016-06-01,2016-04-09,,,,,0.0,region_3,a5771bce93e200c36f7cd9dfd0e5deaa,0,0,4,0,0,0,1.0,,505.14546370596685,22.0,False,0
a4ca9689215e6df04fdfcb67ac406f81,2016-12-28,2016-10-20,1.0,0.0,0.0,2016-11-20,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,2,0,0,0,2.0,,546.4394377049397,41.0,False,1
bcd8ca86c6f48c43c4524446101c32f8,2016-03-09,2015-04-21,3.0,1.0,0.0,2015-09-20,1.0,region_3,8e296a067a37563370ded05f5a3bf3ec,0,0,7,0,0,0,8.0,,,18.0,False,1
f4112eb136be2e9074132dccdbbc6354,2016-08-08,2015-08-21,,,,,1.0,region_0,1679091c5a880faf6fb5e6087eb1b2dc,0,0,2,0,0,0,3.0,,,19.0,False,1
0f90e0d76266358ac6eec2701a566232,2016-10-17,2015-05-20,,,,,4.0,region_2,aab3238922bcc25a6f606eb525ffdc56,0,28,0,0,0,0,13.0,,,20.0,False,0
69696683985c06713138bfb248d584a0,2016-07-23,2015-08-27,1.0,0.0,0.0,2016-03-01,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,10,0,3,0,0,10.0,,,29.0,False,0
db4dac2ce7f3f958883eb58c7cbde864,2016-12-08,2016-10-28,,,,,0.0,region_3,8e296a067a37563370ded05f5a3bf3ec,0,0,0,0,0,0,1.0,,513.5134561907098,23.0,True,0
bc76ca9dd86e8fcea9f40c99c3cf4d3f,2015-08-04,2015-03-17,1.0,1.0,0.0,2015-06-20,1.0,region_4,1679091c5a880faf6fb5e6087eb1b2dc,0,4,0,0,0,0,3.0,,,20.0,False,1
9bac2eaaa3ecc5e8d3b8c0a67121497e,2016-05-10,2016-03-13,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,1.0,,527.5865440447329,29.0,True,1
38a4a563f4292b42a02889c81612e479,2016-10-23,2016-07-24,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,1,0,0,2.0,,538.1665791765013,21.0,False,0
d84e44aba425bb9c29a1e246c40301dc,2016-04-10,2015-09-06,,,,,2.0,region_4,c20ad4d76fe97759aa27a0c99bff6710,0,0,9,0,0,0,7.0,,,18.0,False,0
57926c34ac3b4d5576b68cc92eb0cb7a,2016-10-22,2016-07-26,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,2.0,,572.8758130986548,56.0,False,0
46e57d014274f645d09ad48968f6e056,2015-09-27,2015-07-01,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,2,0,0,0,2.0,,,28.0,False,0
35abb4de53a39f85175a07f183438d9c,2016-06-23,2016-01-25,,,,,3.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,3,2,6,0,0,4.0,,572.3569999753098,24.0,False,0
f137c725a92864b3aa2b8f9390570a32,2016-02-05,2016-01-25,,,,,0.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,0,0,0,,,572.3569999753098,24.0,False,0
933ac4ce5390d758b693a7ff86a16a77,2016-10-31,2016-08-02,1.0,1.0,0.0,2016-10-07,0.0,region_4,72b32a1f754ba1c09b3695e0cb6cde7f,0,0,2,0,0,0,2.0,,529.213888912536,19.0,False,0
d4325870b777e989cfb5d259bde15c01,2016-03-30,2015-12-27,,,,,0.0,region_4,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,3,0,0,3.0,,,27.0,False,0
09b352907c65491522a285c93362e103,2016-11-22,2015-03-04,,,,,10.0,region_6,70efdf2ec9b086079795c442636b55fb,0,0,29,0,0,0,18.0,,,38.0,False,0
2768a0f84d81a961e4f4023ea7091eb2,2016-11-03,2016-06-29,,,,,0.0,region_2,1679091c5a880faf6fb5e6087eb1b2dc,0,0,4,0,0,0,4.0,,564.0841414468713,23.0,False,0
c95f6d1b6f6158b0dc616c99815e01af,2016-03-26,2015-03-29,2.0,2.0,0.0,2015-10-02,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,12,0,0,0,11.0,,,21.0,False,1
ef9174886e22003a69afb4446530243f,2016-07-04,2016-02-28,,,,,0.0,region_4,4e732ced3463d06de0ca9a15b6153677,0,0,0,4,0,0,4.0,,532.1048214464819,25.0,True,0
65a4d1cb12c94a8239da56a456e604c8,2016-03-12,2015-10-15,1.0,0.0,0.0,2016-01-22,0.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,4,0,0,4.0,,,18.0,False,0
670b3b9526fd310c144cb24358a333eb,2016-03-21,2015-10-19,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,5.0,,,21.0,False,1
34855068f4d262fc1ea1f82347fe7fd1,2016-06-09,2016-04-26,,,,,0.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,1,0,0,1.0,,564.0841414468713,22.0,False,0
80dc1951559860ccdf9d009d4b791b58,2016-10-03,2016-09-02,,,,,0.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,,627.0548438959104,,30.0,False,0
5d1b9d84055f83fe78395590cfb0e598,2016-10-02,2016-09-03,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,,556.6914125125181,,25.0,True,0
033348948be684d0219be0a421222cb1,2016-09-29,2016-09-14,,,,,0.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,,546.7521583238022,,40.0,True,0
6848c7d73d0f420204316c3854c9452f,2016-09-27,2015-10-07,,,,,1.0,region_1,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,6.0,544.1793513696593,,43.0,False,0
0e4602947d50e7a241585227780d82a6,2016-08-29,2015-11-07,1.0,1.0,1.0,2016-06-06,3.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,8,3,0,0,9.0,509.9070601942066,,34.0,False,0
a187ee9a6ed426e3021734cae9c24f42,2016-07-20,2015-05-03,,,,,3.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,13,0,0,0,13.0,635.3341555217064,,63.0,False,0
289388e293f4a8a7687f617c97c71f2f,2016-09-23,2015-03-25,,,,,5.0,region_1,1679091c5a880faf6fb5e6087eb1b2dc,0,0,24,0,0,0,16.0,596.9139787876043,,51.0,False,0
a193fef170ac6f29f46812b723ed5d6e,2016-11-23,2016-01-31,,,,,3.0,region_3,8f14e45fceea167a5a36dedd4bea2543,0,0,9,0,0,0,9.0,,529.213888912536,18.0,False,0
6865721c9acba28b7c0b1e8b13e871e3,2015-12-14,2015-10-13,1.0,0.0,0.0,2015-12-13,0.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,3,0,0,0,2.0,610.3941087217587,,24.0,True,0
5f8ab09643783ea0c9367649234fb9ee,2016-09-18,2016-04-16,,,,,0.0,region_6,c20ad4d76fe97759aa27a0c99bff6710,0,0,3,0,0,0,5.0,610.8876598963683,,42.0,False,0
39570e170a8fdb62e55d0287dc3f2c2d,2016-04-17,2016-02-24,,,,,0.0,region_4,8e296a067a37563370ded05f5a3bf3ec,0,0,1,0,0,0,1.0,433.2103695404403,,27.0,True,0
fbfd470788b6c6553de8c1a9d0d23b51,2015-11-17,2015-10-15,,,,,0.0,region_3,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,0,0,0,1.0,601.9791121973982,,27.0,False,1
b9b3421006ff4179e864d3a8e2537333,2016-09-24,2016-04-12,,,,,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,3,0,0,5.0,508.0609190528736,,34.0,True,0
353f1af4fc631413fa4be3160f0fd61e,2015-07-04,2015-06-01,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,1.0,527.8627811970698,,20.0,False,0
a47f649e25dfeb54341230b5cd9efc30,2015-10-12,2015-06-07,1.0,1.0,0.0,2015-08-07,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,4.0,573.6829236435293,,25.0,False,1
0e50e62f00fdf92b141b208703ccd35b,2016-08-16,2016-01-23,,,,,4.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,5,0,0,0,0,6.0,,576.8752773770586,27.0,False,0
d911fb03b6cd465d146cf21718578dd3,2016-08-19,2015-10-19,,,,,3.0,region_4,c20ad4d76fe97759aa27a0c99bff6710,0,0,9,0,1,0,10.0,582.8195181211313,,31.0,False,0
5cd1764563856c8012aba1c6f32e7eed,2016-06-16,2015-11-13,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,3.0,,,20.0,False,1
5e84f25e339f60c27c1e780b44158655,2016-03-21,2015-06-18,,,,,2.0,region_5,4e732ced3463d06de0ca9a15b6153677,0,0,11,0,0,0,8.0,618.2204240524505,,26.0,False,0
09c2ebabc5a3c77cea37307f963bb759,2016-02-11,2015-03-07,2.0,0.0,0.0,2016-01-15,2.0,region_3,8e296a067a37563370ded05f5a3bf3ec,0,1,7,0,0,0,7.0,,,42.0,False,0
fc4f4e5a8a1ea8d986f49bd6622201f9,2016-04-22,2016-04-21,,,,,,region_7,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,0,0,0,,596.692871859364,,59.0,False,0
0ed2fc892523d46b5e19f8c7b9318fe6,2016-05-11,2016-03-18,1.0,1.0,0.0,2016-04-22,0.0,region_6,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,1,0,0,0,1.0,601.9791121973982,,31.0,False,1
e889fec538ccf93987d7debd48a2f5be,2016-07-22,2015-11-07,1.0,0.0,0.0,2016-01-15,1.0,region_3,8e296a067a37563370ded05f5a3bf3ec,0,0,2,1,0,0,4.0,,,18.0,False,0
9a34c6899ffd6552b70fc4d6c854d6ef,2016-03-11,2015-12-31,,,,,0.0,,a5771bce93e200c36f7cd9dfd0e5deaa,0,0,3,0,0,0,2.0,572.6966468517686,,32.0,False,0
d0b2d3c58879d8bac2a24bc2c7b74524,2015-10-12,2015-06-26,,,,,1.0,region_4,70efdf2ec9b086079795c442636b55fb,0,3,0,0,0,0,3.0,643.8731864869187,,49.0,False,0
8da59af649de30240ef356072cd837b3,2015-11-02,2015-10-28,,,,,0.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,1,0,0,0,,615.275435199675,,45.0,False,0
4e9ac41fc5aa500b68730a362092daed,2015-11-09,2015-10-15,,,,,0.0,region_5,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,0,1,0,0,,553.5498143252104,,31.0,True,0
cb6b9277c62a443c98b9027b60c75d09,2016-05-15,2015-12-30,,,,,1.0,region_2,8e296a067a37563370ded05f5a3bf3ec,0,0,3,0,0,0,3.0,524.7821949753684,,31.0,True,0
0df55ae43f9a05203eb8f9356e014799,2015-12-17,2015-05-25,1.0,1.0,1.0,2015-06-30,1.0,region_4,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,3.0,612.3230903950008,,36.0,False,0
cf792de675cc71bc11a3fc4e1b147905,2015-11-07,2015-08-13,,,,,0.0,region_4,b6d767d2f8ed5d21a44b0e5886680cb9,0,2,0,0,0,0,2.0,462.9368200989045,,22.0,False,0
452a92a4be003a03074bf1df8b867024,2016-09-23,2015-10-21,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,3,0,0,0,0,3.0,625.8432460028794,,56.0,True,0
d340917285beaac8009c5cb899febbf7,2016-04-27,2016-01-24,,,,,0.0,region_2,c20ad4d76fe97759aa27a0c99bff6710,0,0,0,2,0,0,2.0,591.3596659972143,,27.0,False,0
773de5639df45680fe5c2c8cb90f1bef,2016-11-19,2016-06-15,,,,,1.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,4,0,0,0,5.0,597.3232248434088,,28.0,False,0
b39953aeb554f2534fe47953b9d41726,2016-11-06,2016-03-12,,,,,2.0,region_0,1679091c5a880faf6fb5e6087eb1b2dc,0,0,8,0,0,0,7.0,572.6966468517686,,29.0,False,0
52d069ec7b1c0785a5c8853d8ffff6cb,2016-03-27,2015-11-30,1.0,0.0,0.0,2016-01-30,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,5,0,0,0,0,3.0,497.66251266156235,,54.0,False,0
cae7f1479c7c3a4f4fd3531747a37792,2016-04-05,2015-09-08,,,,,2.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,7,0,0,0,6.0,530.9303819582392,,23.0,False,0
0944f6ae843ffc016e7a146b6828b3f1,2016-09-07,2016-05-25,,,,,0.0,region_6,8f14e45fceea167a5a36dedd4bea2543,0,0,3,0,0,0,3.0,532.0544183831076,,46.0,False,0
93592c542e13eacdb31e121aa49305aa,2016-08-21,2016-03-04,,,,,2.0,region_2,4e732ced3463d06de0ca9a15b6153677,0,0,0,5,0,0,5.0,615.275435199675,,27.0,False,0
9182c2cfe5c72ab62c430917bb21bbdf,2016-08-23,2016-02-22,,,,,0.0,region_2,1679091c5a880faf6fb5e6087eb1b2dc,0,0,6,0,0,0,5.0,,563.0897799717172,37.0,False,0
d03dfef02a1750af9c798b8ae77f88d4,2016-10-23,2015-09-17,,,,,2.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,5.0,616.7108656983075,,40.0,False,0
3831894da7c756f21eb504a8ba484310,2016-11-13,2016-08-31,,,,,1.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,2,0,0,0,2.0,657.1695094891958,,49.0,False,0
a045e3f9d7b3a456863935ff571a00f5,2015-09-14,2015-05-04,,,,,1.0,region_3,1679091c5a880faf6fb5e6087eb1b2dc,0,0,4,0,0,0,3.0,615.0305284597732,,22.0,False,1
f6cf5fc9217c1765808f13160adaeaa3,2016-12-29,2015-12-30,,,,,3.0,region_5,1679091c5a880faf6fb5e6087eb1b2dc,0,0,2,6,0,0,8.0,493.3291655519642,,30.0,True,0
5446fa809f193f7d214e35fdf7038a0a,2016-05-07,2015-11-13,,,,,1.0,region_6,1679091c5a880faf6fb5e6087eb1b2dc,0,0,3,0,0,0,3.0,601.6259140670437,,44.0,True,0
5b480a9b2375701ec5ebd7feabfcbb3e,2016-04-27,2015-09-18,3.0,2.0,0.0,2015-12-20,4.0,region_3,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,10,0,0,0,7.0,571.8952956889558,,42.0,False,0
2da484bdb1af47708b843f03d3c3c97b,2016-04-02,2016-03-04,,,,,0.0,region_6,4e732ced3463d06de0ca9a15b6153677,0,0,1,0,0,0,,,523.7368289617391,28.0,False,0
a296b6c28ccad9d868f6eb6d89a7b07d,2016-05-19,2015-11-08,2.0,0.0,0.0,2015-12-13,1.0,region_4,b6d767d2f8ed5d21a44b0e5886680cb9,0,0,5,0,0,0,5.0,527.9105551027607,,32.0,False,0
